id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
2866,location 931,2,severity_type 1,"event_type 15, event_type 11","feature 82, feature 201, feature 80, feature 203",resource_type 8,"Incident 2866 à location 931. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 201, feature 80, feature 203], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
2282,location 704,2,severity_type 1,"event_type 15, event_type 11","feature 82, feature 71, feature 203",resource_type 8,"Incident 2282 à location 704. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 82, feature 71, feature 203], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
15141,location 919,1,severity_type 1,event_type 11,"feature 202, feature 81",resource_type 8,"Incident 15141 à location 919. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
225,location 839,0,severity_type 1,event_type 11,feature 68,resource_type 8,"Incident 225 à location 839. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 68], Événements [event_type 11], Ressource [resource_type 8]."
14540,location 1026,1,severity_type 1,"event_type 13, event_type 11, event_type 54","feature 68, feature 273","resource_type 6, resource_type 2, resource_type 8","Incident 14540 à location 1026. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 68, feature 273], Événements [event_type 13, event_type 11, event_type 54], Ressource [resource_type 6, resource_type 2, resource_type 8]."
14948,location 1067,1,severity_type 1,event_type 11,feature 54,resource_type 8,"Incident 14948 à location 1067. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
14715,location 838,0,severity_type 2,event_type 11,feature 55,resource_type 8,"Incident 14715 à location 838. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 55], Événements [event_type 11], Ressource [resource_type 8]."
2852,location 760,0,severity_type 2,"event_type 11, event_type 54",feature 54,"resource_type 8, resource_type 2","Incident 2852 à location 760. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11, event_type 54], Ressource [resource_type 8, resource_type 2]."
6747,location 1019,0,severity_type 2,event_type 15,feature 80,resource_type 8,"Incident 6747 à location 1019. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 80], Événements [event_type 15], Ressource [resource_type 8]."
12050,location 860,0,severity_type 1,event_type 20,"feature 134, feature 219",resource_type 2,"Incident 12050 à location 860. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134, feature 219], Événements [event_type 20], Ressource [resource_type 2]."
10005,location 802,0,severity_type 1,"event_type 13, event_type 14, event_type 11","feature 54, feature 345","resource_type 8, resource_type 4, resource_type 6","Incident 10005 à location 802. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54, feature 345], Événements [event_type 13, event_type 14, event_type 11], Ressource [resource_type 8, resource_type 4, resource_type 6]."
841,location 949,1,severity_type 1,event_type 11,"feature 54, feature 170",resource_type 8,"Incident 841 à location 949. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
3785,location 963,0,severity_type 1,event_type 11,"feature 109, feature 73, feature 195",resource_type 8,"Incident 3785 à location 963. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 109, feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
275,location 704,2,severity_type 2,event_type 15,"feature 203, feature 193, feature 71, feature 82",resource_type 8,"Incident 275 à location 704. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 203, feature 193, feature 71, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
16392,location 239,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 312",resource_type 2,"Incident 16392 à location 239. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
8681,location 375,0,severity_type 2,"event_type 35, event_type 34","feature 313, feature 233",resource_type 2,"Incident 8681 à location 375. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 233], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
9687,location 469,0,severity_type 2,"event_type 34, event_type 35","feature 232, feature 233, feature 312, feature 313",resource_type 2,"Incident 9687 à location 469. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 233, feature 312, feature 313], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
13803,location 1117,0,severity_type 2,event_type 11,"feature 55, feature 171",resource_type 8,"Incident 13803 à location 1117. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 55, feature 171], Événements [event_type 11], Ressource [resource_type 8]."
343,location 375,0,severity_type 2,"event_type 34, event_type 35","feature 233, feature 313",resource_type 2,"Incident 343 à location 375. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 233, feature 313], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
13743,location 878,0,severity_type 1,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 13743 à location 878. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
9845,location 613,2,severity_type 1,"event_type 15, event_type 11","feature 71, feature 82, feature 203, feature 193",resource_type 8,"Incident 9845 à location 613. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 71, feature 82, feature 203, feature 193], Événements [event_type 15, event_type 11], Ressource [resource_type 8]."
4076,location 790,0,severity_type 1,"event_type 23, event_type 20","feature 134, feature 306, feature 219","resource_type 7, resource_type 2","Incident 4076 à location 790. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134, feature 306, feature 219], Événements [event_type 23, event_type 20], Ressource [resource_type 7, resource_type 2]."
656,location 481,0,severity_type 2,"event_type 34, event_type 35","feature 310, feature 228, feature 308, feature 230",resource_type 2,"Incident 656 à location 481. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 310, feature 228, feature 308, feature 230], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
6147,location 897,1,severity_type 1,"event_type 43, event_type 42, event_type 50, event_type 44","feature 375, feature 376, feature 290, feature 368, feature 283, feature 289, feature 291",resource_type 2,"Incident 6147 à location 897. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 375, feature 376, feature 290, feature 368, feature 283, feature 289, feature 291], Événements [event_type 43, event_type 42, event_type 50, event_type 44], Ressource [resource_type 2]."
12267,location 957,0,severity_type 2,event_type 11,"feature 202, feature 81",resource_type 8,"Incident 12267 à location 957. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 202, feature 81], Événements [event_type 11], Ressource [resource_type 8]."
1262,location 902,1,severity_type 1,"event_type 11, event_type 13","feature 273, feature 170, feature 54","resource_type 8, resource_type 6","Incident 1262 à location 902. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 273, feature 170, feature 54], Événements [event_type 11, event_type 13], Ressource [resource_type 8, resource_type 6]."
7268,location 821,1,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 7268 à location 821. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
15161,location 1095,0,severity_type 1,"event_type 18, event_type 11","feature 179, feature 266, feature 68","resource_type 10, resource_type 8","Incident 15161 à location 1095. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 179, feature 266, feature 68], Événements [event_type 18, event_type 11], Ressource [resource_type 10, resource_type 8]."
11400,location 827,1,severity_type 1,event_type 11,"feature 55, feature 171",resource_type 8,"Incident 11400 à location 827. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 55, feature 171], Événements [event_type 11], Ressource [resource_type 8]."
4236,location 885,0,severity_type 2,event_type 11,"feature 73, feature 195",resource_type 8,"Incident 4236 à location 885. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73, feature 195], Événements [event_type 11], Ressource [resource_type 8]."
15730,location 1078,0,severity_type 2,event_type 11,"feature 202, feature 68",resource_type 8,"Incident 15730 à location 1078. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 202, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
5112,location 704,2,severity_type 1,"event_type 11, event_type 15","feature 193, feature 71, feature 82, feature 203",resource_type 8,"Incident 5112 à location 704. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 193, feature 71, feature 82, feature 203], Événements [event_type 11, event_type 15], Ressource [resource_type 8]."
9363,location 1034,0,severity_type 1,event_type 11,"feature 54, feature 170",resource_type 8,"Incident 9363 à location 1034. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54, feature 170], Événements [event_type 11], Ressource [resource_type 8]."
7290,location 600,0,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 7290 à location 600. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
13660,location 638,0,severity_type 1,"event_type 42, event_type 44","feature 283, feature 368, feature 376, feature 291",resource_type 2,"Incident 13660 à location 638. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 283, feature 368, feature 376, feature 291], Événements [event_type 42, event_type 44], Ressource [resource_type 2]."
2409,location 912,1,severity_type 1,event_type 11,"feature 170, feature 68",resource_type 8,"Incident 2409 à location 912. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
18440,location 603,1,severity_type 1,event_type 11,"feature 170, feature 207, feature 54, feature 86",resource_type 8,"Incident 18440 à location 603. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 170, feature 207, feature 54, feature 86], Événements [event_type 11], Ressource [resource_type 8]."
